train_number,train_name,train_type,source_code,dest_code,running_days,total_route_distance_km,total_halts
57685,Solapur Bijapur Passenger,Pass,SUR,BJP,"SUN,MON,TUE,WED,THU,FRI,SAT",110,15
57686,Bijapur Solapur Passenger,Pass,BJP,SUR,"SUN,MON,TUE,WED,THU,FRI,SAT",110,15
58002,Puri Santargachi Passenger,Pass,PURI,SRC,"SUN,MON,TUE,WED,THU,FRI,SAT",513,104
58008,Jajpur Keonjhar kharagpur,Pass,JJKR,KGP,"SUN,MON,TUE,WED,THU,FRI,SAT",222,37
58009,Kharagpur Jajpur Keonjhar Road Passenger,Pass,KGP,JJKR,"SUN,MON,TUE,WED,THU,FRI,SAT",222,37
58010,Chakradharpur Adra Passenger,Pass,JJKR,KGP,"SUN,MON,TUE,WED,THU,FRI,SAT",222,37
58017,Kharagpur Asansol Passenger,Pass,KGP,ASN,"SUN,MON,TUE,WED,THU,FRI,SAT",209,31
58018,Asansol Adra Kharagpur Passenger,Pass,ASN,KGP,"SUN,MON,TUE,WED,THU,FRI,SAT",209,31
58019,Adra Asansol Passenger,Pass,ADRA,ASN,"SUN,MON,TUE,WED,THU,FRI,SAT",41,9
58020,Asansol Adra Passenger,Pass,ASN,ADRA,"SUN,MON,TUE,WED,THU,FRI,SAT",41,9
58021,Kharagpur Tatanagar Passenger,Pass,KGP,TATA,"SUN,MON,TUE,WED,THU,FRI,SAT",135,19
58022,Tatanagar Kharagpur MEMU Passenger,Pass,TATA,KGP,"SUN,MON,TUE,WED,THU,FRI,SAT",135,19
58023,Tatanagar Barkakana Passenger,Pass,TATA,BRKA,"SUN,MON,TUE,WED,THU,FRI,SAT",161,25
58025,Kharagpur-Hatia Passenger,Pass,KGP,HTE,"SUN,MON,TUE,WED,THU,FRI,SAT",336,45
58026,Hatia Kharagpur Passenger,Pass,HTE,KGP,"SUN,MON,TUE,WED,THU,FRI,SAT",336,45
58101,Tatanagar Badampahar Passenger,Pass,TATA,BMPR,"SUN,MON,TUE,WED,THU,FRI,SAT",0,8
58103,Tatanagar Barabil Passenger,Pass,TATA,BBN,"SUN,MON,TUE,WED,THU,FRI,SAT",148,19
58104,Barabil Tatanagar Passenger,Pass,BBN,TATA,"SUN,MON,TUE,WED,THU,FRI,SAT",148,19
58109,Tatanagar Gua Passenger,Pass,TATA,GUA,"SUN,MON,TUE,WED,THU,FRI,SAT",0,19
58110,Gua Tatanagar Passenger,Pass,GUA,TATA,"SUN,MON,TUE,WED,THU,FRI,SAT",0,19
58111,TATANAGAR - ITWARI Passenger,Pass,TATA,ITR,"SUN,MON,TUE,WED,THU,FRI,SAT",878,119
58112,ITWARI - TATANAGAR Passenger,Pass,ITR,TATA,"SUN,MON,TUE,WED,THU,FRI,SAT",878,110
58113,TATA BSP PASS,Pass,TATA,BSP,"SUN,MON,TUE,WED,THU,FRI,SAT",469,68
58114,BSP TATA PASSENGER,Pass,BSP,TATA,"SUN,MON,TUE,WED,THU,FRI,SAT",471,70
58116,ROU CKP SARANDA PASSENGER,Pass,ROU,CKP,"SUN,MON,TUE,WED,THU,FRI,SAT",101,16
58151,Birmitrapur Barsuan Passenger,Pass,BRMP,BXF,"MON,TUE,WED,THU,FRI,SAT",103,11
58152,Barsuan Birmitrapur Passenger,Pass,BXF,BRMP,"MON,TUE,WED,THU,FRI,SAT",103,11
58162,JHARSUGUDA - HATIA Passenger (UnReserved),Pass,JSG,HTE,"SUN,MON,TUE,WED,THU,FRI,SAT",264,41
58201,Bilaspur Raipur Passenger,Pass,BSP,R,"SUN,MON,TUE,WED,THU,FRI,SAT",110,15
58202,Raipur Bilaspur MEMU Local,Pass,R,BSP,"SUN,MON,TUE,WED,THU,FRI,SAT",110,15
58203,Gevra Raipur Passenger,Pass,GAD,R,"SUN,MON,TUE,WED,THU,FRI,SAT",215,29
58204,Raipur Gevra Road Passenger,Pass,R,GAD,"SUN,MON,TUE,WED,THU,FRI,SAT",215,29
58205,RAIPUR ITWARI PASS,Pass,R,ITR,"SUN,MON,TUE,WED,THU,FRI,SAT",298,41
58206,ITWARI RAIPUR MEMU Pass,Pass,ITR,R,"SUN,MON,TUE,WED,THU,FRI,SAT",298,41
58208,Khariar Raipur Passenger,Pass,KSNG,R,"SUN,MON,TUE,WED,THU,FRI,SAT",216,20
58215,Jharsuguda Titlagarh Passenger,Pass,JSG,TIG,"SUN,MON,TUE,WED,THU,FRI,SAT",232,22
58216,Titlagarh Jharsuguda Passenger,Pass,TIG,JSG,"SUN,MON,TUE,WED,THU,FRI,SAT",232,22
58117,Jharsuguda Gondia Passenger,Pass,JSG,G,"SUN,MON,TUE,WED,THU,FRI,SAT",487,64
58118,Gondia Jharsuguda Passenger,Pass,G,JSG,"SUN,MON,TUE,WED,THU,FRI,SAT",487,64
58125,Sambalpur Jharsuguda Passenger,Pass,SBP,JSG,"SUN,MON,TUE,WED,THU,FRI,SAT",50,7
58131,Rourkela-Puri Passenger,Pass,ROU,PURI,"SUN,MON,TUE,WED,THU,FRI,SAT",525,80
58132,Puri Rourkela Passenger,Pass,PURI,ROU,"SUN,MON,TUE,WED,THU,FRI,SAT",549,80
58133,Rourkela Jharsuguda Passenger,Pass,ROU,JSG,"SUN,MON,TUE,WED,THU,FRI,SAT",101,15
58134,Jhsrsuguda Rourkela Passenger,Pass,JSG,ROU,"SUN,MON,TUE,WED,THU,FRI,SAT",101,15
58209,Gevra Bilaspur Passenger,Pass,GAD,BSP,"SUN,MON,TUE,WED,THU,FRI,SAT",105,15
58210,Bilaspur Gevra Passenger,Pass,BSP,GAD,"SUN,MON,TUE,WED,THU,FRI,SAT",105,15
58212,Bilaspur Gevra Passenger,Pass,BSP,GAD,"SUN,MON,TUE,WED,THU,FRI,SAT",98,15
58213,Jharsuguda Bilaspur Passenger,Pass,JSG,BSP,"SUN,MON,TUE,WED,THU,FRI,SAT",205,26
58214,Bilaspur Jharsuguda Passenger,Pass,BSP,JSG,"SUN,MON,TUE,WED,THU,FRI,SAT",205,26
58217,Titlagarh Raipur Passenger,Pass,TIG,R,"SUN,MON,TUE,WED,THU,FRI,SAT",202,19
58218,Raipur Titagarh Passenger,Pass,R,TIG,"SUN,MON,TUE,WED,THU,FRI,SAT",202,19
58220-Slip,Chirmiri Bilaspur Passenger Slip,Pass,CHRM,BPL,"SUN,MON,TUE,WED,THU,FRI,SAT",653,73
58221,Chirmiri Chandia Passenger,Pass,CHRM,CHD,"SUN,MON,TUE,WED,THU,FRI,SAT",214,24
58222,Chandia Chirmiri Passenger,Pass,CHD,CHRM,"SUN,MON,TUE,WED,THU,FRI,SAT",214,24
58223,Manendragarh Ambikapur Passang,Pass,MDGR,ABKP,"SUN,MON,TUE,WED,THU,FRI,SAT",124,14
58224,Ambikapur Manendragarh Passang,Pass,ABKP,MDGR,"SUN,MON,TUE,WED,THU,FRI,SAT",124,14
58401,Cuttack Paradip Passenger,Pass,CTC,PRDP,"SUN,MON,TUE,WED,THU,FRI,SAT",83,12
58405,Cuttack Paradip Passenger,Pass,CTC,PRDP,"SUN,MON,TUE,WED,THU,FRI,SAT",83,11
58406,Paradip Cuttack Passenger,Pass,PRDP,CTC,"SUN,MON,TUE,WED,THU,FRI,SAT",83,11
58407,Khurda Puri Passenger,Pass,KUR,PURI,"SUN,MON,TUE,WED,THU,FRI,SAT",44,11
58408,Puri Khurda Road Passenger,Pass,PURI,KUR,"SUN,MON,TUE,WED,THU,FRI,SAT",44,11
58409,Khurda Puri Passenger,Pass,KUR,PURI,"SUN,MON,TUE,WED,THU,FRI,SAT",44,11
58410,Puri Khurda Road Passenger,Pass,PURI,KUR,"SUN,MON,TUE,WED,THU,FRI,SAT",44,11
58414,Puri Talcher Passenger,Pass,PURI,TLHR,"SUN,MON,TUE,WED,THU,FRI,SAT",200,44
58415,Puri Cuttack Passenger,Pass,CTC,PURI,"SUN,MON,TUE,WED,THU,FRI,SAT",91,21
58416,Cuttack Puri Passenger,Pass,PURI,CTC,"SUN,MON,TUE,WED,THU,FRI,SAT",91,21
58417,Puri Gunupur Passenger,Pass,PURI,GNPR,"SUN,MON,TUE,WED,THU,FRI,SAT",380,60
58418,Parlakhemundi Puri Passenger,Pass,GNPR,PURI,"SUN,MON,TUE,WED,THU,FRI,SAT",380,60
58421,Angul Puri Fast Passenger,Pass,ANGL,PURI,"SUN,MON,TUE,WED,THU,FRI,SAT",335,74
58422,Puri Angul Fast Passenger,Pass,PURI,ANGL,"SUN,MON,TUE,WED,THU,FRI,SAT",195,38
58423,Bhadrak Cuttack Passenger,Pass,BHC,CTC,"SUN,MON,TUE,WED,THU,FRI,SAT",116,24
58424,Cuttack Bhadrakh Passenger,Pass,CTC,BHC,"SUN,MON,TUE,WED,THU,FRI,SAT",116,24
58435,Bhadrakh Cuttack Fast Passenger,Pass,BHC,CTC,"SUN,MON,TUE,WED,THU,FRI,SAT",116,23
58436,Cuttack Bhadrakh Fast Passenger,Pass,CTC,BHC,"SUN,MON,TUE,WED,THU,FRI,SAT",116,23
58527,Raipur Vishakhapatnam Passenger,Pass,R,VSKP,"SUN,MON,TUE,WED,THU,FRI,SAT",529,55
58528,Visakhapatnam Raipur Passenger,Pass,VSKP,R,"SUN,MON,TUE,WED,THU,FRI,SAT",529,55
58541,Rayagada Koraput Passenger,Pass,RGDA,KRPU,"SUN,MON,TUE,WED,THU,FRI,SAT",173,15
58542,Koraput Rayagada Passenger,Pass,KRPU,RGDA,"SUN,MON,TUE,WED,THU,FRI,SAT",173,15
58601,Kharagpur Adra Passenger,Pass,KGP,ADRA,"SUN,MON,TUE,WED,THU,FRI,SAT",168,23
58602,Adra Kharagpur Passenger,Pass,ADRA,KGP,"SUN,MON,TUE,WED,THU,FRI,SAT",168,23
58603,Kharagpur-Dhanbad Passenger,Pass,KGP,DHN,"SUN,MON,TUE,WED,THU,FRI,SAT",278,44
58604,Dhanbad Kharagpur Passenger,Pass,DHN,KGP,"SUN,MON,TUE,WED,THU,FRI,SAT",278,45
58605,Kharagpur Tatanagar Passenger,Pass,KGP,TATA,"SUN,MON,TUE,WED,THU,FRI,SAT",135,19
58606,Tatanagar Kharagpur Passenger,Pass,TATA,KGP,"SUN,MON,TUE,WED,THU,FRI,SAT",135,19
58220,Chirmiri Bilaspur Passenger,Pass,CHRM,BSP,"SUN,MON,TUE,WED,THU,FRI,SAT",238,29
58433,Cuttack Berhampur Fast Passenger,Pass,CTC,BAM,"SUN,MON,TUE,WED,THU,FRI,SAT",194,35
58434,Berhampur Cuttack Fast Passenger,Pass,BAM,CTC,"SUN,MON,TUE,WED,THU,FRI,SAT",194,35
58501,Visakhapatnam Kirandul Passenger,Pass,VSKP,KRDL,"SUN,MON,TUE,WED,THU,FRI,SAT",472,50
58525,Palasa Visakhapatnam Passenger,Pass,PSA,VSKP,"SUN,MON,TUE,WED,THU,FRI,SAT",203,27
58529,Durg Visakhapatnam Passenger,Pass,DURG,VSKP,"SUN,MON,TUE,WED,THU,FRI,SAT",564,63
58530,Visakhapatnam Durg Passenger,Pass,VSKP,DURG,"SUN,MON,TUE,WED,THU,FRI,SAT",564,63
58537,Rayagada Vishakhapatnam Passenger,Pass,RGDA,VSKP,"SUN,MON,TUE,WED,THU,FRI,SAT",186,25
58538,Visakhapatnam Rayagada Passenger,Pass,VSKP,RGDA,"SUN,MON,TUE,WED,THU,FRI,SAT",186,25
58607,Gomoh-Chakradharpur Passenger,Pass,GMO,CKP,"SUN,MON,TUE,WED,THU,FRI,SAT",236,37
58608,Chakradharpur Gomoh Passenger,Pass,CKP,GMO,"SUN,MON,TUE,WED,THU,FRI,SAT",236,38
58609,Tatanagar Chakradharpur Passenger,Pass,TATA,CKP,"SUN,MON,TUE,WED,THU,FRI,SAT",62,9
58652,Lohardaga Ranchi Passenger,Pass,LAD,RNC,"SUN,MON,TUE,WED,THU,FRI,SAT",67,10
58653,Ranchi - Lohardaga - Barkichampi Passenger,Pass,RNC,LAD,"SUN,MON,TUE,WED,THU,FRI,SAT",67,10
58654,Barkichampi - Lohardaga - Ranchi Passenger,Pass,LAD,RNC,"SUN,MON,TUE,WED,THU,FRI,SAT",67,10
58655,Ranchi Lohardaga Passenger,Pass,RNC,LAD,"SUN,MON,TUE,WED,THU,FRI,SAT",67,10
58656,Lohardaga Ranchi Passenger,Pass,LAD,RNC,"SUN,MON,TUE,WED,THU,FRI,SAT",67,10
58657,Ranchi Lohardaga Passenger,Pass,RNC,LAD,"SUN,MON,TUE,WED,THU,FRI,SAT",67,10
58658,Lohardaga Ranchi Passenger,Pass,LAD,RNC,"SUN,MON,TUE,WED,THU,FRI,SAT",67,10
58661,Tatanagar Hatia Passenger,Pass,TATA,HTE,"SUN,MON,TUE,WED,THU,FRI,SAT",218,31
58662,Hatia Tatanagar Passenger,Pass,HTE,TATA,"SUN,MON,TUE,WED,THU,FRI,SAT",218,31
58703,Durg Gondia Passenger,Pass,R,G,"SUN,MON,TUE,WED,THU,FRI,SAT",172,25
58704,Gondia Durg Passenger,Pass,G,R,"SUN,MON,TUE,WED,THU,FRI,SAT",172,25
58711,Telibandha Dhamtari Passenger,Pass,TBD,DTR,"SUN,MON,TUE,WED,THU,FRI,SAT",68,11
58712,Dhamtari Telibandha Passenger,Pass,DTR,TBD,"SUN,MON,TUE,WED,THU,FRI,SAT",68,11
58713,Telibandha Dhamtari Passenger,Pass,TBD,DTR,"SUN,MON,TUE,WED,THU,FRI,SAT",68,11
58714,Dhamtari Telibandha Passenger,Pass,DTR,TBD,"SUN,MON,TUE,WED,THU,FRI,SAT",68,11
58715,Telibandha Dhamtari Passenger,Pass,TBD,DTR,"SUN,MON,TUE,WED,THU,FRI,SAT",68,11
58716,Dhamtari Telibandha Passenger,Pass,DTR,TBD,"SUN,MON,TUE,WED,THU,FRI,SAT",68,11
58717,Telibandha Rajim Passenger,Pass,TBD,RIM,"SUN,MON,TUE,WED,THU,FRI,SAT",39,7
58718,RAJIM TELIBANDHA PASS,Pass,RIM,TBD,"SUN,MON,TUE,WED,THU,FRI,SAT",39,7
58719,ABHANPUR RAJIM PASS,Pass,AVP,RIM,"SUN,MON,TUE,WED,THU,FRI,SAT",17,3
58720,RAJIM ABHANPUR PASS,Pass,RIM,AVP,"SUN,MON,TUE,WED,THU,FRI,SAT",16,3
58721,ABHANPUR RAJIM PASS,Pass,AVP,RIM,"SUN,MON,TUE,WED,THU,FRI,SAT",16,3
58722,RAJIM ABHANPUR PASS,Pass,RIM,AVP,"SUN,MON,TUE,WED,THU,FRI,SAT",16,3
58802,Gondia Nagbhir Ballarshah Passenger,Pass,G,BPQ,"SUN,MON,TUE,WED,THU,FRI,SAT",252,21
58808,Wadsa Chanda Fort Passenger,Pass,WSA,CAF,"SUN,MON,TUE,WED,THU,FRI,SAT",137,10
58809,Ramtek itwari Passenger,Pass,RTK,ITR,"SUN,MON,TUE,WED,THU,FRI,SAT",46,7
58810,Nagpur Ramtek Passenger,Pass,NGP,RTK,"SUN,MON,TUE,WED,THU,FRI,SAT",42,6
58811,Ramtek Nagpur Passenger,Pass,RTK,NGP,"SUN,MON,TUE,WED,THU,FRI,SAT",42,6
58813,Ramtek itwari Passenger,Pass,RTK,ITR,"SUN,MON,TUE,WED,THU,FRI,SAT",38,5
58814,Itwari Ramtek Passenger,Pass,ITR,RTK,"SUN,MON,TUE,WED,THU,FRI,SAT",38,5
58815,Itwari Tirodi Passenger,Pass,ITR,TRDI,"SUN,MON,TUE,WED,THU,FRI,SAT",124,16
58816,Tirodi Itwari Passenger,Pass,TRDI,ITR,"SUN,MON,TUE,WED,THU,FRI,SAT",124,16
58817,Tumsar Road Tirodi Passenger,Pass,TMR,TRDI,"SUN,MON,TUE,WED,THU,FRI,SAT",48,5
58818,Tirodi Tumsar Road DEMU,Pass,TRDI,TMR,"SUN,MON,TUE,WED,THU,FRI,SAT",48,5
58831,Nagpur Chindwara Passenger,Pass,NGP,CWA,"SUN,MON,TUE,WED,THU,FRI,SAT",148,26
58620,Barka Kana Adra Passenger,Pass,BRKA,ADRA,"SUN,MON,TUE,WED,THU,FRI,SAT",159,22
58621,Adra Barkakana Passenger,Pass,ADRA,BRKA,"SUN,MON,TUE,WED,THU,FRI,SAT",159,22
58701,Shahdol Ambikapur Passenger,Pass,SDL,ABKP,"SUN,MON,TUE,WED,THU,FRI,SAT",216,24
58702,Ambikapur Shahdol Passenger,Pass,ABKP,SDL,"SUN,MON,TUE,WED,THU,FRI,SAT",216,24
58804,Gondia Chanda Fort Passenger,Pass,G,CAF,"SUN,MON,TUE,WED,THU,FRI,SAT",241,17
58805,Chanda Fort Gondia Passenger,Pass,CAF,G,"SUN,MON,TUE,WED,THU,FRI,SAT",241,17
58806,Gondia Wadsa Passenger,Pass,G,WSA,"SUN,MON,TUE,WED,THU,FRI,SAT",104,8
58832,Chhindwara Ramakona Nagpur Passenger,Pass,CWA,NGP,"SUN,MON,TUE,WED,THU,FRI,SAT",148,26
58833,Nagpur Chindwara Passenger,Pass,NGP,CWA,"SUN,MON,TUE,WED,THU,FRI,SAT",148,26
58835,Nagpur Ramakona Chhindwara Passenger,Pass,NGP,CWA,"SUN,MON,TUE,WED,THU,FRI,SAT",148,26
58837,Nagpur Ramakona Chhindwara Passenger,Pass,NGP,CWA,"SUN,MON,TUE,WED,THU,FRI,SAT",148,26
58839,Nagpur Nainpur Jabalpur Fast Passenger,Pass,NGP,JBP,"SUN,MON,TUE,WED,THU,FRI,SAT",398,54
58841,Nagpur Ramakona Passenger,Pass,NGP,RMO,"SUN,MON,TUE,WED,THU,FRI,SAT",86,17
58843,Nagpur Nagbhir Passenger,Pass,NGP,NAB,"SUN,MON,TUE,WED,THU,FRI,SAT",110,8
58846,Nagbhir Itwari Passenger,Pass,NAB,ITR,"SUN,MON,TUE,WED,THU,FRI,SAT",106,7
58847,Nagpur Nagbhir Passenger,Pass,NGP,NAB,"SUN,MON,TUE,WED,THU,FRI,SAT",110,8
58849,Chhindwara Nainpur Passenger,Pass,CWA,NIR,"SUN,MON,TUE,WED,THU,FRI,SAT",141,14
58850,Nainpur Chhindwara Passenger,Pass,NIR,CWA,"SUN,MON,TUE,WED,THU,FRI,SAT",141,14
58851,Chhindwara Nainpur Passenger,Pass,CWA,NIR,"SUN,MON,TUE,WED,THU,FRI,SAT",141,14
58852,Nainpur Chhindwara Passenger,Pass,NIR,CWA,"SUN,MON,TUE,WED,THU,FRI,SAT",141,14
58853,Chhindwara Nainpur Passenger,Pass,CWA,NIR,"SUN,MON,TUE,WED,THU,FRI,SAT",141,14
58854,Nainpur Chhindwara Passenger,Pass,NIR,CWA,"SUN,MON,TUE,WED,THU,FRI,SAT",141,14
58855,Chhindwara Nainpur Passenger,Pass,CWA,NIR,"SUN,MON,TUE,WED,THU,FRI,SAT",141,14
58856,Nainpur Chhindwara Passenger,Pass,NIR,CWA,"SUN,MON,TUE,WED,THU,FRI,SAT",141,14
58857,Nainpur Mandla Fort Passenger,Pass,NIR,MFR,"SUN,MON,TUE,WED,THU,FRI,SAT",43,8
58858,Mandla Fort Balaghat Passenger,Pass,NIR,BTC,"SUN,MON,TUE,WED,THU,FRI,SAT",74,9
58859,Nainpur Mandla Fort Passenger,Pass,NIR,MFR,"SUN,MON,TUE,WED,THU,FRI,SAT",43,8
58860,Mandla Fort Nainpur Passenger,Pass,MFR,NIR,"SUN,MON,TUE,WED,THU,FRI,SAT",43,8
58861,Nainpur Mandla Fort Passenger,Pass,NIR,MFR,"SUN,MON,TUE,WED,THU,FRI,SAT",43,8
58862,Mandla Fort Nainpur Passenger,Pass,MFR,NIR,"SUN,MON,TUE,WED,THU,FRI,SAT",43,8
58863,Balaghat jabalpur Passenger,Pass,BTC,JBP,"SUN,MON,TUE,WED,THU,FRI,SAT",185,19
58864,Jabalpur Balaghat Passenger,Pass,JBP,BTC,"SUN,MON,TUE,WED,THU,FRI,SAT",185,19
58865,Balaghat Jabalpur Passenger,Pass,BTC,JBP,"SUN,MON,TUE,WED,THU,FRI,SAT",187,21
58866,Jabalpur Balaghat Passenger,Pass,JBP,BTC,"SUN,MON,TUE,WED,THU,FRI,SAT",185,19
58867,Balaghat jabalpur Passenger,Pass,BTC,JBP,"SUN,MON,TUE,WED,THU,FRI,SAT",185,19
58868,Jabalpur Balaghat Passenger,Pass,JBP,BTC,"SUN,MON,TUE,WED,THU,FRI,SAT",187,26
58869,Balaghat jabalpur Passenger,Pass,BTC,JBP,"SUN,MON,TUE,WED,THU,FRI,SAT",185,19
58870,Jabalpur Balaghat Passenger,Pass,JBP,BTC,"SUN,MON,TUE,WED,THU,FRI,SAT",187,23
58871,Balaghat Jabalpur Passenger,Pass,BTC,JBP,"SUN,MON,TUE,WED,THU,FRI,SAT",187,21
58873,Balaghat Nainpur Passenger,Pass,BTC,NIR,"SUN,MON,TUE,WED,THU,FRI,SAT",74,9
58874,Nainpur Balaghat Passenger,Pass,NIR,BTC,"SUN,MON,TUE,WED,THU,FRI,SAT",74,9
58876,Jabalpur Nainpur Passenger,Pass,JBP,NIR,"SUN,MON,TUE,WED,THU,FRI,SAT",111,11
59009,Virar Bharuch Shuttle,Pass,VR,BH,"SUN,MON,TUE,WED,THU,FRI,SAT",267,43
59010,Bharuch Virar Passenger,Pass,BH,VR,"SUN,MON,TUE,WED,THU,FRI,SAT",267,43
59013,Bhusaval Passenger,Pass,ST,BSL,"SUN,MON,TUE,WED,THU,FRI,SAT",336,47
59023,Mumbai Valsad Passenger,Pass,BCT,BL,"SUN,MON,TUE,WED,THU,FRI,SAT",195,44
59025,Surat Amrawati Fast Passenger,Pass,ST,AMI,"SUN,MON,TUE,WED,THU,FRI,SAT",563,71
58834,Chhindwara Nagpur Passenger,Pass,CWA,NGP,"SUN,MON,TUE,WED,THU,FRI,SAT",148,26
58836,Chhindwara Nagpur Passenger,Pass,CWA,NGP,"SUN,MON,TUE,WED,THU,FRI,SAT",148,26
58840,Jabalpur Nir Nagpur Passenger,Pass,JBP,NGP,"SUN,MON,TUE,WED,THU,FRI,SAT",398,54
58842,Ramakona Nagpur Passenger,Pass,RMO,NGP,"SUN,MON,TUE,WED,THU,FRI,SAT",86,17
58844,Nagbhir Nagpur Passenger,Pass,NAB,NGP,"SUN,MON,TUE,WED,THU,FRI,SAT",110,8
58848,Nagbhir Nagpur Passenger,Pass,NAB,NGP,"SUN,MON,TUE,WED,THU,FRI,SAT",110,8
59026,Surat Fast Passenger,Pass,AMI,ST,"SUN,MON,TUE,WED,THU,FRI,SAT",563,71
59037,Virar Surat Passenger,Pass,VR,ST,"SUN,MON,TUE,WED,THU,FRI,SAT",207,32
59038,Surat Virar Passenger,Pass,ST,VR,"SUN,MON,TUE,WED,THU,FRI,SAT",207,32
59039,Virar Valsad Shuttle,Pass,VR,BL,"SUN,MON,TUE,WED,THU,FRI,SAT",139,20
59040,Vapi Virar Shuttle,Pass,VAPI,VR,"SUN,MON,TUE,WED,THU,FRI,SAT",112,16
59043,Virar Dahanu Shuttle,Pass,VR,DRD,"SUN,MON,TUE,WED,THU,FRI,SAT",64,9
59044,Dahanu Virar Shuttle,Pass,DRD,VR,"SUN,MON,TUE,WED,THU,FRI,SAT",64,9
59045,Vapi Passenger,Pass,BDTS,VAPI,"SUN,MON,TUE,WED,THU,FRI,SAT",159,32
59046,Valsad-Bandra Passenger,Pass,BL,BDTS,"SUN,MON,TUE,WED,THU,FRI,SAT",184,36
59047,Virar Surat Passenger,Pass,VR,ST,"SUN,MON,TUE,WED,THU,FRI,SAT",207,32
59048,Surat Virar Passenger,Pass,ST,VR,"SUN,MON,TUE,WED,THU,FRI,SAT",207,32
59049,Valsad Viramgam Passenger,Pass,BL,VG,"SUN,MON,TUE,WED,THU,FRI,SAT",364,74
59051,Surat Nandurbar Passenger,Pass,ST,NDB,"SUN,MON,TUE,WED,THU,FRI,SAT",185,29
59075,Bhusaval Passenger,Pass,ST,BSL,"SUN,MON,TUE,WED,THU,FRI,SAT",336,51
59076-Slip,Bhusaval Surat Mumbai Passenger,Pass,NDB,BCT,"SUN,MON,TUE,WED,THU,FRI,SAT",423,84
59077,Surat-Bhusaval Passenger,Pass,ST,BSL,"SUN,MON,TUE,WED,THU,FRI,SAT",336,47
59078,Bhusaval-Surat Passenger,Pass,BSL,ST,"SUN,MON,TUE,WED,THU,FRI,SAT",336,47
59092,Nandurbar Surat Passenger,Pass,NDB,ST,"SUN,MON,TUE,WED,THU,FRI,SAT",185,29
59101,Vadodara Kathana Passenger,Pass,BRC,KTNA,"SUN,MON,TUE,WED,THU,FRI,SAT",73,12
59102,Kathana Vadodara Passenger,Pass,KTNA,BRC,"SUN,MON,TUE,WED,THU,FRI,SAT",73,12
59103,Vadodara Kathana Passenger,Pass,BRC,KTNA,"SUN,MON,TUE,WED,THU,FRI,SAT",73,12
59104,Kathana Vadodara Passenger,Pass,KTNA,BRC,"SUN,MON,TUE,WED,THU,FRI,SAT",73,12
59112,Bodeli Dabhoi Passenger,Pass,BDE,DB,"SUN,MON,TUE,WED,THU,FRI,SAT",34,6
59115,Anand Godhra Passenger,Pass,ANND,GDA,"SUN,MON,TUE,WED,THU,FRI,SAT",78,14
59116,Godhra Anand Passenger,Pass,GDA,ANND,"SUN,MON,TUE,WED,THU,FRI,SAT",78,14
59117,Pratapnagar Bodeli Passenger,Pass,PRTN,BDE,"SUN,MON,TUE,WED,THU,FRI,SAT",63,7
59118,Chhota Udepur Pratapnagar Passenger,Pass,CTD,PRTN,"SUN,MON,TUE,WED,THU,FRI,SAT",99,18
59119,Pratapnagar Chhota Udepur Passenger,Pass,PRTN,CTD,"SUN,MON,TUE,WED,THU,FRI,SAT",99,18
59120,Chhota Udepur Pratap Nagar Passenger,Pass,CTD,PRTN,"SUN,MON,TUE,WED,THU,FRI,SAT",99,18
59121,Pratapnagar Chhota Udepur Passenger,Pass,PRTN,CTD,"SUN,MON,TUE,WED,THU,FRI,SAT",99,18
59122,Bodeli Pratapnagar Passenger,Pass,BDE,PRTN,"SUN,MON,TUE,WED,THU,FRI,SAT",63,12
59152,Modasa Nadiad Passenger,Pass,MDSA,ND,"SUN,MON,TUE,WED,THU,FRI,SAT",105,9
59158,Anand Vadodara Passenger,Pass,ANND,BRC,"SUN,MON,TUE,WED,THU,FRI,SAT",36,8
59163,Anand Vadtal Passenger,Pass,ANND,VTL,"SUN,MON,TUE,WED,THU,FRI,SAT",14,3
59164,Vadtal Swaminarayan Anand Passenger,Pass,VTL,ANND,"SUN,MON,TUE,WED,THU,FRI,SAT",14,3
59165,Anand Godhra Passenger,Pass,ANND,GDA,"SUN,MON,TUE,WED,THU,FRI,SAT",78,14
59166,Godhra Anand Passenger,Pass,GDA,ANND,"SUN,MON,TUE,WED,THU,FRI,SAT",78,14
59205,Wansjaliya Porbandar Passenger,Pass,KNLS,PBR,"SUN,MON,TUE,WED,THU,FRI,SAT",105,9
59206,Porbandar Wansjaliya Passenger,Pass,PBR,KNLS,"SUN,MON,TUE,WED,THU,FRI,SAT",105,9
59207,Bhavnagar Okha Passenger,Pass,BVC,OKHA,"SUN,MON,TUE,WED,THU,FRI,SAT",538,69
59208,Bhavnagar Passenger,Pass,OKHA,BVC,"SUN,MON,TUE,WED,THU,FRI,SAT",538,69
59211,Rajkot Porbandar Fast Passenger,Pass,RJT,PBR,"SUN,MON,TUE,WED,THU,FRI,SAT",213,20
59031,Surat Bharuch Passenger,Pass,ST,BH,"SUN,MON,TUE,WED,THU,FRI,SAT",60,12
59032,Bharuch Surat Passenger,Pass,BH,ST,"SUN,MON,TUE,WED,THU,FRI,SAT",60,12
59161,Bharuch Vadtal Swaminarayan Passenger,Pass,BH,VTL,"SUN,MON,TUE,WED,THU,FRI,SAT",120,23
59162,Vadtal Swaminarayan Bharuch Passenger,Pass,VTL,BH,"SUN,MON,TUE,WED,THU,FRI,SAT",120,23
